Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ13,OUT049,811.0379
FDB57,OUT019,191.85266
FDR40,OUT046,1504.9965
NCO14,OUT019,153.10916
NCN19,OUT045,2988.3027
FDQ28,OUT019,470.6374
FDO13,OUT018,2329.2524
FDK48,OUT013,1309.3287
FDU07,OUT018,2238.289
FDW20,OUT046,2419.3494
FDV12,OUT010,220.60046
FDH24,OUT013,2552.9673
FDV59,OUT049,3648.4495
FDK57,OUT045,1801.0645
FDL16,OUT027,1860.1423
NCQ17,OUT046,2525.6404
FDJ15,OUT018,2105.0635
FDX24,OUT049,1505.1329
FDT47,OUT046,2104.605
FDT10,OUT049,891.11383
FDZ37,OUT018,1340.4073
FDW43,OUT027,6711.5405
DRN36,OUT017,1571.9249
FDJ14,OUT045,1410.2078
FDA32,OUT013,2735.8074
FDJ38,OUT019,348.90936
FDQ57,OUT017,2248.5024
NCQ41,OUT019,375.36392
FDG56,OUT049,939.79364
DRC13,OUT027,2959.7703
FDV55,OUT035,2313.861
FDQ49,OUT045,1922.8196
FDE29,OUT010,165.28152
FDR03,OUT013,4739.952
FDD45,OUT049,1333.9532
FDN38,OUT010,740.2742
FDT56,OUT046,904.7747
FDT48,OUT045,3605.2483
FDU03,OUT049,2869.226
FDC56,OUT010,339.74033
NCO43,OUT027,2714.8562
FDQ27,OUT017,2285.806
FDR03,OUT046,3579.7146
DRH23,OUT010,195.00278
FDG22,OUT045,592.2642
NCJ42,OUT013,1690.5198
FDR24,OUT046,1372.1537
FDW60,OUT035,2623.3228
FDJ08,OUT013,2936.5999
DRL59,OUT018,679.0498
FDG60,OUT010,35.799236
FDW27,OUT017,2338.664
FDX14,OUT018,1131.2832
FDC20,OUT013,759.9864
NCS29,OUT018,2198.2083
FDJ56,OUT046,1563.7385
FDB20,OUT019,340.72006
FDL28,OUT027,6572.9673
FDW01,OUT018,2064.882
FDL03,OUT046,2097.2454
FDX22,OUT049,3961.8108
FDJ21,OUT035,2991.0632
FDR31,OUT045,2197.6477
FDG21,OUT035,3977.5696
FDS22,OUT027,1287.4672
FDK08,OUT035,1742.4303
FDE17,OUT018,2291.5146
NCN30,OUT017,1489.8982
FDT50,OUT046,1272.0593
NCX42,OUT049,3067.7239
FDJ12,OUT035,3641.6687
NCA18,OUT027,2517.3428
FDP23,OUT019,38.96727
FDX12,OUT013,3746.5442
FDN40,OUT018,2426.4275
FDV48,OUT035,1553.3656
NCY54,OUT013,2954.6118
FDL16,OUT010,125.27177
FDR45,OUT018,3667.173
FDJ52,OUT046,2464.557
DRG01,OUT017,1321.5732
FDP52,OUT013,4968.3345
FDU58,OUT017,3279.7983
FDL02,OUT045,1979.2782
FDG28,OUT013,3390.8179
FDA19,OUT035,2056.2322
FDW46,OUT027,1749.3196
NCD43,OUT049,1678.2529
DRG39,OUT013,921.7936
NCF55,OUT049,844.4122
FDJ07,OUT046,1826.7471
FDE08,OUT046,2351.2437
FDP56,OUT019,182.55252
FDT45,OUT045,768.09644
FDF17,OUT018,3008.1028
FDX44,OUT046,1351.9694
FDM28,OUT027,4714.63
FDI36,OUT049,2893.3606
FDS07,OUT045,1619.0833
FDD36,OUT045,1914.6139
FDW11,OUT046,1035.2698
FDN40,OUT049,2405.8577
NCQ18,OUT049,1748.3253
NCQ54,OUT017,3694.0188
NCS42,OUT045,1282.9548
DRH39,OUT010,408.74905
FDC09,OUT027,2503.7612
FDT08,OUT010,614.9883
FDC08,OUT035,4367.3535
FDT20,OUT017,629.55493
FDS35,OUT035,1282.8943
FDX58,OUT018,3168.3105
FDW58,OUT046,1913.9694
DRD27,OUT046,1486.4376
FDH32,OUT019,240.53017
FDS26,OUT035,4326.5854
FDQ31,OUT046,1583.7388
FDP11,OUT018,2586.5176
FDD58,OUT017,1821.2955
FDM33,OUT045,3975.1099
FDZ16,OUT049,3437.204
NCS29,OUT010,649.6297
NCM18,OUT019,180.7596
FDP11,OUT049,3400.6
NCC42,OUT017,2207.111
DRM23,OUT046,2955.7844
NCN55,OUT027,5003.4272
FDK46,OUT013,4087.387
FDR01,OUT046,3578.5732
NCA05,OUT045,1421.6307
NCP43,OUT017,2997.9333
FDR12,OUT010,195.1732
FDQ01,OUT013,2675.81
FDM13,OUT046,1526.0773
FDQ19,OUT017,4838.978
FDK56,OUT019,495.19437
NCX06,OUT010,629.00397
FDO56,OUT027,3113.1257
FDU45,OUT045,2084.6091
FDI16,OUT019,204.74908
FDL32,OUT046,1955.5227
FDA07,OUT046,2042.1257
FDA14,OUT045,2291.0627
FDV46,OUT027,3643.2427
NCO07,OUT035,4495.12
NCP41,OUT046,1870.0901
FDY60,OUT018,1895.5803
FDN38,OUT017,3876.7166
FDO15,OUT046,1283.4463
FDT60,OUT013,1975.6326
FDA55,OUT035,4605.408
FDE02,OUT010,194.94867
DRJ39,OUT049,4008.4995
FDV34,OUT035,1243.6245
FDS20,OUT027,5983.681
FDF02,OUT027,3163.1821
FDW40,OUT017,2198.1775
NCB43,OUT046,3334.5688
FDR58,OUT017,1575.7986
DRJ59,OUT035,546.7254
NCD30,OUT017,1709.6278
FDE14,OUT017,1735.9585
FDC28,OUT018,1313.7886
FDU16,OUT018,1022.2359
NCD19,OUT035,980.69
FDU21,OUT046,494.27234
FDV59,OUT027,4753.3213
FDU03,OUT045,3267.457
FDC33,OUT010,185.67711
NCR42,OUT035,639.8457
DRH59,OUT035,1214.0946
NCM31,OUT035,2087.489
FDS50,OUT035,3946.6887
FDP39,OUT046,908.73645
FDQ55,OUT013,2014.8539
FDV36,OUT019,254.79785
FDI05,OUT027,2490.0452
FDS45,OUT027,2773.6328
FDA39,OUT045,612.338
FDC37,OUT010,121.343994
FDJ60,OUT027,4193.816
DRQ35,OUT046,2355.9573
NCJ06,OUT046,1780.0876
NCY42,OUT018,2547.9414
DRM37,OUT049,2687.486
FDR14,OUT045,793.9639
FDE51,OUT049,612.32764
FDT33,OUT017,2843.0344
FDR08,OUT013,1761.0625
FDE36,OUT010,554.71643
FDL22,OUT019,244.58725
FDR44,OUT013,2128.129
FDI56,OUT019,291.37656
FDE47,OUT010,0.0
FDV27,OUT010,184.89603
FDV10,OUT049,689.13184
FDC40,OUT045,1279.7833
NCX41,OUT013,3389.69
NCQ38,OUT027,2140.3943
FDV12,OUT027,2847.8777
FDE52,OUT017,1458.6134
FDG20,OUT027,4292.5703
FDV16,OUT027,925.50024
FDI32,OUT017,2192.0422
FDJ32,OUT049,860.98303
FDN39,OUT018,1932.7012
FDY34,OUT017,3106.4082
FDC14,OUT035,727.0623
FDA55,OUT017,4878.1836
FDZ50,OUT010,831.3257
DRG13,OUT049,2706.8513
FDP01,OUT013,1580.068
NCG54,OUT017,3344.8513
FDM13,OUT045,1213.0391
NCO18,OUT027,4491.5444
NCW41,OUT013,2576.6313
FDM52,OUT027,3637.915
NCF55,OUT035,828.8483
FDT09,OUT046,2217.2585
NCM19,OUT035,1743.5903
FDW12,OUT018,1945.613
FDP15,OUT019,1300.867
FDK36,OUT045,672.2373
FDZ25,OUT035,3073.482
NCW06,OUT049,3333.4185
FDW60,OUT046,2328.6072
DRC49,OUT013,2178.5535
NCT17,OUT035,3450.0188
NCN06,OUT018,2249.1
FDC45,OUT013,2332.7363
DRJ47,OUT019,588.14246
NCF06,OUT045,3735.1394
FDE21,OUT010,284.31088
DRG27,OUT013,891.92255
FDW40,OUT049,2493.724
NCO53,OUT046,2477.7354
FDE23,OUT049,623.4512
FDQ16,OUT046,1692.1597
FDS26,OUT045,2453.884
FDZ13,OUT010,74.519646
FDS14,OUT049,2133.1934
FDC10,OUT045,1595.0554
FDY16,OUT049,3149.4385
FDJ20,OUT035,1887.8145
FDV43,OUT035,627.0698
FDZ32,OUT027,2388.588
FDR23,OUT046,2356.3184
FDN24,OUT035,951.5144
FDE34,OUT027,6291.616
FDU31,OUT013,2812.7312
FDW33,OUT018,1487.1996
FDU26,OUT046,1601.5228
FDE20,OUT027,5019.327
NCW05,OUT035,2359.284
FDB22,OUT018,2141.9597
FDO56,OUT046,1838.8943
FDA19,OUT027,3112.7583
DRI39,OUT045,911.66705
FDH52,OUT018,733.10376
FDZ50,OUT035,3272.2073
NCN42,OUT035,2605.9775
FDB53,OUT013,2713.827
DRG11,OUT017,1815.0952
DRK11,OUT027,3613.4124
FDQ60,OUT017,2065.0408
FDT36,OUT017,600.30194
DRG25,OUT018,2182.1455
DRJ23,OUT046,2947.2705
FDG05,OUT035,2473.9363
NCK06,OUT018,2054.7202
FDU52,OUT017,2356.9934
FDW07,OUT018,1055.2197
NCM17,OUT045,709.0095
FDA22,OUT045,3663.1514
NCA41,OUT018,2983.7773
FDF38,OUT035,626.6603
FDH52,OUT046,953.3269
FDY58,OUT019,296.9524
FDZ16,OUT045,3572.9707
NCM18,OUT017,942.49475
FDA22,OUT018,2620.2844
NCJ43,OUT035,3133.0564
FDI34,OUT027,7148.517
FDG56,OUT046,1000.6376
FDS34,OUT046,1682.8989
DRC01,OUT035,905.26917
FDQ04,OUT035,760.0338
FDK04,OUT035,938.99976
FDT51,OUT049,1633.9523
FDV26,OUT017,3020.786
FDS04,OUT049,2214.5864
FDW43,OUT018,2953.7888
FDQ28,OUT010,447.21143
NCK06,OUT017,2253.518
FDS23,OUT018,2200.1604
FDZ36,OUT019,849.03186
FDE56,OUT018,817.01373
FDW10,OUT027,5545.637
NCN14,OUT045,3147.8857
NCQ18,OUT045,1587.1722
FDW08,OUT017,1738.2793
FDU43,OUT035,4267.9263
FDR33,OUT010,404.0217
FDM24,OUT010,522.2183
NCZ05,OUT046,1607.4893
NCV41,OUT035,1973.9775
FDV11,OUT018,1924.5714
NCY05,OUT035,609.81085
FDV44,OUT018,2758.359
FDW32,OUT049,1134.4557
NCU18,OUT027,3129.1035
NCC43,OUT035,4758.3496
FDW19,OUT013,1825.9565
FDN31,OUT035,3210.335
FDI48,OUT045,582.66785
FDS24,OUT017,1128.4877
FDF46,OUT049,1853.5477
DRG23,OUT017,2125.7856
FDG14,OUT018,2410.6663
NCY30,OUT049,3394.561
FDO28,OUT018,1706.2426
DRD24,OUT035,2234.2483
FDI33,OUT049,1650.4363
FDN32,OUT046,2168.284
FDR16,OUT045,4903.439
FDF26,OUT046,2407.0583
NCN29,OUT018,547.05756
FDE20,OUT045,2925.2476
FDA46,OUT046,2975.542
FDU28,OUT045,2420.024
FDQ48,OUT045,1521.1434
FDV36,OUT013,2467.7488
FDR14,OUT018,517.2133
FDP23,OUT017,3307.8193
FDP56,OUT013,683.2703
FDK48,OUT010,256.2751
FDR48,OUT046,2519.0537
NCY29,OUT049,908.39215
FDM22,OUT018,839.6367
DRJ01,OUT013,2557.0486
FDZ43,OUT045,3545.9373
FDV03,OUT035,2250.7803
FDX11,OUT027,6224.6455
NCA41,OUT027,5177.4062
FDE38,OUT017,2816.8484
FDI27,OUT018,660.14026
FDN32,OUT013,3089.6936
NCN43,OUT017,2273.256
FDB47,OUT027,6113.325
FDV03,OUT017,2328.8914
NCN30,OUT045,1311.1865
NCV54,OUT010,0.0
FDV07,OUT013,1304.0266
FDP07,OUT049,2636.0776
FDK48,OUT018,1077.5715
FDM15,OUT019,577.6866
FDY19,OUT027,3487.6794
FDK46,OUT046,4219.1567
FDY11,OUT045,1032.5498
FDH09,OUT046,741.86194
FDO08,OUT027,4107.329
FDU14,OUT013,5089.4204
FDD22,OUT027,3521.8218
FDM27,OUT017,2798.802
FDL02,OUT027,3195.0457
NCA17,OUT035,2384.5369
FDE38,OUT019,532.85236
NCG07,OUT049,3829.5732
DRC27,OUT013,3775.6196
FDA27,OUT035,3004.8196
FDW40,OUT045,2305.8813
DRI11,OUT013,1849.1613
FDN50,OUT046,1612.0598
FDR12,OUT046,2964.6162
FDT34,OUT027,2876.7095
FDW11,OUT035,976.3894
NCO30,OUT027,5531.5596
FDZ34,OUT017,3645.898
FDU45,OUT017,2564.5508
NCD42,OUT035,824.43756
FDX25,OUT045,2991.239
NCR29,OUT046,997.2621
FDX43,OUT019,560.415
FDB04,OUT010,216.55351
FDR49,OUT027,1353.6903
FDS39,OUT018,2040.5509
FDW58,OUT045,1239.3887
FDG22,OUT019,140.40637
FDG31,OUT017,1048.8872
NCV53,OUT027,5736.017
DRJ37,OUT035,2204.1785
FDV07,OUT035,1848.1891
FDW52,OUT018,2805.3057
FDT15,OUT045,2926.3875
FDD02,OUT018,1748.9905
FDM16,OUT035,1456.5598
NCE55,OUT046,2750.7537
FDB57,OUT018,2648.3057
FDQ04,OUT013,696.0385
FDQ47,OUT019,164.03513
FDY14,OUT019,1650.5728
DRK37,OUT017,4429.0986
FDO25,OUT017,3695.838
FDL57,OUT046,5168.7866
NCK29,OUT018,1895.292
FDK46,OUT027,6132.5728
NCB43,OUT010,349.53128
DRE01,OUT027,6399.49
FDC46,OUT018,2942.474
FDQ23,OUT045,1675.9214
FDX38,OUT049,739.8757
FDG60,OUT018,2991.9011
FDW55,OUT017,4216.306
FDP39,OUT013,871.3469
FDB20,OUT018,1076.2885
FDV21,OUT017,2373.3352
FDZ02,OUT013,1122.01
FDP19,OUT027,3807.3562
FDA38,OUT035,4196.5864
FDH22,OUT045,2049.1604
DRM11,OUT045,3332.1719
FDO12,OUT027,4197.3975
FDT14,OUT049,2202.9377
FDW34,OUT010,463.56866
FDG04,OUT027,5016.899
FDW59,OUT018,1160.7823
FDR33,OUT018,1641.0739
FDP32,OUT013,1860.8932
FDL13,OUT027,6173.6475
FDD22,OUT013,1777.0732
FDV40,OUT027,1697.2373
NCD55,OUT046,554.96484
FDQ20,OUT010,89.99358
FDD28,OUT045,614.976
FDC39,OUT045,3660.8623
NCR17,OUT049,2021.926
DRO35,OUT018,1686.9569
FDF40,OUT049,3362.6543
FDR31,OUT018,2506.41
NCQ41,OUT017,3432.7607
FDP38,OUT046,631.1104
NCU54,OUT027,5832.195
FDG22,OUT018,490.9041
DRK59,OUT013,3946.4937
FDC37,OUT046,1843.5629
NCO42,OUT013,2764.62
NCT42,OUT017,2320.8804
FDX27,OUT035,1817.1589
FDV40,OUT018,985.3558
FDT45,OUT027,1775.3202
FDS47,OUT019,312.94644
FDR45,OUT035,6502.226
FDB03,OUT045,3607.554
FDO49,OUT035,772.272
FDU60,OUT027,4560.804
FDB26,OUT018,715.8778
FDB46,OUT017,3110.177
FDQ37,OUT019,696.5599
FDN03,OUT017,5118.4717
NCX30,OUT045,5910.2314
FDK32,OUT019,398.20636
DRM47,OUT013,2682.729
NCO02,OUT046,1068.8658
FDP04,OUT013,994.0999
NCO43,OUT049,2327.2273
FDD59,OUT013,1192.5936
FDQ10,OUT017,3498.2036
FDW45,OUT035,2878.344
NCK30,OUT049,4736.2373
FDU31,OUT018,1960.9462
NCQ17,OUT019,277.92267
FDN01,OUT017,2696.7256
FDZ19,OUT049,2693.8655
DRG37,OUT017,2293.344
FDE32,OUT045,574.48364
FDO34,OUT049,2740.8223
FDM04,OUT019,197.36299
FDZ25,OUT049,2719.9163
FDU08,OUT049,1526.1915
NCW30,OUT045,3699.3977
NCM18,OUT013,880.3094
FDS22,OUT035,748.86444
NCH18,OUT017,3090.751
FDC23,OUT013,3110.3079
FDY46,OUT013,2686.3254
NCU06,OUT046,3994.477
FDX57,OUT045,1424.1814
FDX36,OUT027,6435.3047
FDL16,OUT045,757.55597
FDT16,OUT010,565.155
FDN16,OUT018,1265.0907
FDC03,OUT046,3178.1875
DRF60,OUT013,4609.8604
FDS27,OUT027,5041.715
FDP33,OUT010,1175.5745
FDJ36,OUT018,1298.0046
NCR42,OUT013,427.91992
FDV14,OUT017,1199.8188
NCP42,OUT035,3316.0024
FDB50,OUT027,2760.2139
NCC30,OUT027,3764.4485
FDA23,OUT018,1494.2075
FDW16,OUT017,1403.5239
FDQ52,OUT010,1564.1842
FDB58,OUT049,2306.495
NCP29,OUT049,1039.0526
NCM05,OUT045,6256.444
FDO25,OUT013,3946.0544
NCM54,OUT046,2197.9033
NCL54,OUT046,3056.8262
FDL39,OUT010,193.77899
FDF53,OUT018,3011.5684
NCQ42,OUT035,2193.6357
FDF58,OUT013,1104.5948
FDZ04,OUT035,1082.2598
FDE26,OUT019,262.49457
FDS60,OUT017,2897.6804
FDV58,OUT017,2645.1504
FDM04,OUT045,768.23334
FDE08,OUT035,2593.139
NCB43,OUT049,3793.387
FDU11,OUT010,298.52664
FDF22,OUT019,117.2349
FDE24,OUT013,2200.7146
DRJ49,OUT046,1701.1803
NCQ53,OUT035,6566.81
NCL41,OUT013,666.1256
FDR22,OUT013,1786.2356
FDH04,OUT035,1452.1246
DRH15,OUT045,652.922
FDY40,OUT049,737.9058
NCI17,OUT035,1761.1738
NCC18,OUT013,2539.9072
FDY28,OUT027,4964.7603
FDB45,OUT027,2320.038
NCL30,OUT018,2021.1825
FDM10,OUT017,2944.21
FDH22,OUT027,3146.028
NCZ53,OUT017,3344.5093
NCI18,OUT013,2858.4885
FDH14,OUT027,3695.93
FDR36,OUT027,1165.8809
FDW01,OUT045,2568.5884
FDK02,OUT027,3286.459
FDJ02,OUT018,1567.006
FDU55,OUT013,5750.1157
NCV18,OUT027,2703.029
FDH14,OUT018,1871.3818
FDZ37,OUT045,1491.2421
FDX49,OUT049,3700.9744
NCD43,OUT046,1551.8181
FDZ07,OUT013,834.1484
FDK43,OUT035,2207.1702
FDR32,OUT018,3604.4158
FDT39,OUT013,2024.8074
NCV54,OUT017,1849.265
FDF38,OUT018,305.86588
FDV60,OUT046,3149.4111
FDH44,OUT027,4614.69
FDS21,OUT046,755.31836
NCL41,OUT045,630.59814
FDM46,OUT017,1618.6152
FDU27,OUT045,822.3873
NCJ54,OUT017,4344.68
DRG51,OUT018,2373.314
NCA29,OUT019,279.79474
FDR47,OUT045,3033.9336
NCL19,OUT027,3141.2617
DRG01,OUT049,1302.0876
FDG10,OUT046,924.3021
NCV05,OUT049,2467.2952
NCH18,OUT019,25.282768
FDV14,OUT018,1126.3204
DRJ23,OUT035,3596.1567
DRJ11,OUT046,3105.5994
FDZ03,OUT017,2959.4417
FDI27,OUT010,0.0
FDJ14,OUT018,1188.0121
FDU32,OUT017,1720.6797
FDD47,OUT027,4616.095
DRF36,OUT035,2629.6753
FDM21,OUT046,3338.6543
FDV10,OUT018,534.542
FDH60,OUT018,3040.1936
FDX47,OUT010,124.31131
FDT19,OUT019,247.8022
FDO11,OUT045,5395.207
FDH24,OUT027,3945.5938
FDL02,OUT018,1057.6438
FDB02,OUT049,3121.2249
FDA43,OUT046,2580.4973
FDG52,OUT045,669.7981
DRC12,OUT013,2946.595
FDY37,OUT018,1926.7716
NCU18,OUT045,2001.8339
FDU09,OUT035,1335.0033
DRJ25,OUT027,1258.7175
DRE12,OUT018,1254.6404
DRL47,OUT017,2356.8184
DRK01,OUT046,1608.7024
FDC22,OUT019,395.06723
FDG44,OUT013,1188.4971
FDW04,OUT035,2066.4277
FDK09,OUT049,3623.5286
NCN43,OUT035,2227.2266
FDG04,OUT049,2832.494
FDH32,OUT010,277.291
DRI47,OUT017,2868.2485
DRE15,OUT013,1180.8453
FDY11,OUT035,1269.0968
FDO60,OUT049,728.61285
FDQ20,OUT018,443.17252
FDO57,OUT027,3726.304
FDT14,OUT019,319.6075
FDA57,OUT049,694.16473
DRN35,OUT017,863.1736
FDJ03,OUT046,672.59125
FDX28,OUT017,1716.6666
DRE25,OUT045,1342.4471
FDR09,OUT046,3051.685
FDB23,OUT035,4281.992
FDO08,OUT045,2640.9685
FDQ23,OUT049,1773.9235
FDW04,OUT013,1823.2606
DRK13,OUT010,523.20306
NCL17,OUT027,3274.5315
FDY21,OUT035,4179.407
FDJ38,OUT027,3454.7578
FDA37,OUT019,353.93146
FDV43,OUT013,625.1252
FDL36,OUT046,1493.7666
FDD53,OUT045,546.3943
FDZ19,OUT010,357.71017
FDV21,OUT045,2270.5898
NCL54,OUT018,3325.1382
DRI47,OUT027,3835.9812
DRG03,OUT049,2327.227
FDG21,OUT013,3498.1035
FDW03,OUT018,1763.1271
NCI55,OUT046,2603.5068
DRC36,OUT019,280.54404
FDH22,OUT017,1988.8129
FDV20,OUT045,2376.1812
NCU41,OUT027,4698.368
FDN46,OUT027,2670.5527
FDK50,OUT045,2763.2773
NCA05,OUT027,3768.2285
DRH01,OUT018,2970.9133
FDT08,OUT018,2160.5627
FDM08,OUT018,3092.5662
FDZ07,OUT035,814.2302
FDS22,OUT017,751.22894
FDV35,OUT027,4093.9768
FDI28,OUT010,185.16705
FDW58,OUT027,2370.8157
FDT52,OUT045,3551.8438
FDY34,OUT046,2613.2969
FDR10,OUT046,2575.6187
FDK57,OUT017,1926.0488
FDR02,OUT027,2266.941
FDX49,OUT046,4073.5706
FDQ20,OUT046,638.12775
DRK23,OUT045,4995.0225
NCW06,OUT046,2402.6233
FDR31,OUT017,2839.313
NCE43,OUT013,3190.4346
DRO59,OUT027,2327.1099
FDN09,OUT049,4337.9375
FDR11,OUT046,2563.7673
FDO57,OUT013,3019.305
NCX18,OUT017,3514.8035
FDB05,OUT018,4141.618
FDQ08,OUT018,551.039
NCG43,OUT035,1740.617
FDJ56,OUT013,1607.3455
FDA13,OUT010,115.575676
FDO56,OUT017,1916.5098
FDB37,OUT018,3763.4177
FDZ02,OUT018,1219.1838
FDQ24,OUT046,4713.24
FDM16,OUT013,1148.1453
FDU35,OUT049,1804.0183
FDT35,OUT035,3255.2627
NCX30,OUT049,5778.2583
FDG04,OUT017,2998.1355
FDI12,OUT035,1493.2599
FDE35,OUT035,978.03107
NCP14,OUT027,2647.5693
NCY53,OUT045,1760.5021
FDP49,OUT017,618.2337
FDQ04,OUT017,871.8074
FDM39,OUT035,3081.304
FDO58,OUT019,354.1224
FDC56,OUT017,2190.8516
NCQ54,OUT046,3621.2634
FDV10,OUT027,1174.3076
NCK17,OUT046,517.0859
NCF55,OUT027,783.5562
FDV33,OUT013,3755.62
NCH29,OUT019,359.83875
FDA37,OUT027,3299.918
FDH46,OUT018,1524.0546
FDS25,OUT035,1653.3484
FDH04,OUT027,2331.065
FDX52,OUT046,2936.9932
NCD42,OUT017,697.0878
FDW47,OUT017,2402.381
FDL25,OUT027,2926.731
NCJ06,OUT010,105.17535
FDY09,OUT013,2876.0842
FDS40,OUT046,622.98645
FDH41,OUT017,3549.5693
FDG38,OUT035,1560.2789
FDU03,OUT027,4902.7085
FDV20,OUT046,2031.6595
DRB13,OUT045,2745.242
NCQ30,OUT013,1736.0417
NCH06,OUT013,2959.5442
FDU50,OUT018,1723.7528
NCO42,OUT019,503.9923
FDW09,OUT018,964.4973
FDH04,OUT013,1346.8976
FDC21,OUT045,1447.558
FDL21,OUT049,724.5008
FDM46,OUT010,237.75339
FDT22,OUT019,174.58705
FDB28,OUT035,3042.421
FDI12,OUT018,1315.1848
FDA28,OUT045,1896.4264
FDF59,OUT013,1530.2166
FDM45,OUT027,3001.675
FDQ56,OUT017,1528.629
FDR46,OUT049,2608.609
FDT01,OUT013,2683.5
FDD16,OUT027,2083.658
NCU30,OUT010,219.94984
FDM40,OUT010,362.73306
FDI56,OUT035,1676.2257
NCS30,OUT013,1834.575
FDU08,OUT017,1600.4309
FDX51,OUT027,5812.6562
FDA43,OUT045,2879.1633
FDX59,OUT010,69.57712
FDC37,OUT018,1488.1826
FDP58,OUT013,3073.4866
NCY42,OUT035,2346.933
FDF21,OUT018,3607.6284
FDU10,OUT027,1050.5944
DRL47,OUT018,1856.2362
FDA58,OUT018,2979.0715
FDJ22,OUT049,3068.4192
FDK50,OUT046,2486.6494
FDO38,OUT035,1345.8016
DRF60,OUT035,4552.981
NCZ42,OUT019,1058.1707
FDD35,OUT049,1933.6093
FDL25,OUT045,1084.7042
FDJ16,OUT013,1308.7063
DRK59,OUT049,3712.8606
FDI50,OUT046,4859.369
NCB19,OUT045,1546.1316
DRI37,OUT035,840.589
FDA14,OUT027,2864.4841
FDC08,OUT018,3255.0112
FDS45,OUT046,2454.4333
FDI21,OUT049,1253.2788
DRJ47,OUT035,2843.8452
DRE37,OUT027,4012.0017
FDT55,OUT018,2893.8894
NCG42,OUT027,3766.4297
FDA31,OUT049,2970.6494
NCW42,OUT046,3106.0261
FDF50,OUT017,2818.9043
FDK56,OUT049,3847.1606
FDX10,OUT035,574.7037
NCK07,OUT027,4108.1235
FDZ49,OUT017,3602.1428
FDR33,OUT013,1778.8185
FDO44,OUT018,1237.2272
FDA20,OUT046,3977.4236
NCL30,OUT045,2085.4006
FDI05,OUT019,263.35754
FDQ12,OUT018,3047.1958
FDH47,OUT017,1635.2117
FDH34,OUT018,3104.8835
FDF29,OUT046,2393.5793
FDG40,OUT018,429.12976
NCE18,OUT017,5543.716
FDP21,OUT010,708.8789
FDY50,OUT013,1401.358
FDB36,OUT049,2004.8833
NCZ29,OUT049,2028.889
FDU20,OUT018,1626.4113
FDO56,OUT013,1785.369
FDW31,OUT049,2500.3945
DRH59,OUT013,1128.57
NCB30,OUT017,3465.2634
FDK43,OUT027,3202.817
FDW43,OUT045,4657.657
NCL19,OUT017,2457.0547
FDJ27,OUT046,1676.1865
FDC45,OUT046,1953.9712
FDY40,OUT035,661.8128
NCM41,OUT035,1305.3099
NCK18,OUT019,745.6163
FDP37,OUT049,2163.8616
FDA27,OUT027,6808.7188
NCX30,OUT035,5224.1914
FDR09,OUT017,4585.924
FDG08,OUT027,5063.786
NCU30,OUT013,2399.2593
FDB16,OUT017,1304.4631
FDM16,OUT017,1378.9895
FDC48,OUT013,1351.9608
NCF18,OUT046,2594.0286
FDU46,OUT018,1304.0065
FDH41,OUT018,2739.478
NCN42,OUT010,611.2341
FDU49,OUT046,1725.7985
FDB20,OUT027,2339.3523
FDG50,OUT019,381.8725
FDW20,OUT045,1842.6385
NCO55,OUT049,1771.323
FDX48,OUT046,2300.6343
FDU48,OUT046,2113.0
FDR48,OUT019,235.67107
FDK27,OUT013,2064.872
FDT35,OUT013,3094.364
FDN12,OUT049,1830.3984
NCE31,OUT019,72.84528
FDL21,OUT017,758.51733
FDV56,OUT017,1660.212
FDR16,OUT017,3787.4827
NCP41,OUT049,1674.3584
FDJ27,OUT013,1819.5612
FDA07,OUT017,2022.891
FDK55,OUT049,1279.9304
FDM33,OUT049,4542.839
FDY46,OUT046,2914.3508
FDD36,OUT046,2100.8362
FDB12,OUT027,3078.1953
FDF28,OUT019,184.4733
NCE07,OUT019,348.26648
FDW50,OUT027,4088.1145
NCW18,OUT017,3289.8833
NCJ17,OUT019,177.59042
DRZ24,OUT010,409.8354
FDS07,OUT035,2163.184
NCW05,OUT010,879.3685
FDZ22,OUT018,1153.1498
FDK02,OUT046,2067.3848
FDZ45,OUT027,3720.3984
FDL25,OUT046,1034.1633
FDS08,OUT045,1422.0328
NCZ42,OUT027,9395.477
FDX57,OUT035,1710.7349
FDF21,OUT046,3598.1802
FDJ56,OUT018,1310.6724
FDX10,OUT013,592.334
DRG48,OUT035,2182.1035
DRN37,OUT046,2505.1084
NCY41,OUT018,391.1118
FDN28,OUT045,1168.9497
FDE34,OUT045,2754.9119
FDR10,OUT045,2567.8293
FDC32,OUT017,1168.0648
DRG13,OUT046,3086.921
FDP59,OUT049,1293.8644
NCT53,OUT010,200.09024
FDL57,OUT027,5849.526
FDN32,OUT010,517.9115
FDK09,OUT018,2913.9731
FDA52,OUT010,240.05255
FDC57,OUT049,3150.2788
FDI09,OUT035,5201.158
NCB07,OUT046,2489.4194
FDP26,OUT035,1662.3986
FDP40,OUT027,2853.9338
FDL15,OUT013,2243.3525
FDV07,OUT046,1894.9739
FDS03,OUT017,1427.0048
FDE50,OUT049,3259.2969
FDQ15,OUT017,1314.7043
FDQ33,OUT010,414.8445
FDT22,OUT013,865.30194
DRO35,OUT035,2309.92
FDJ41,OUT049,3721.9897
FDQ27,OUT035,2380.0032
FDC26,OUT017,1883.6409
